"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1986-01-01T10:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T10:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T10:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T11:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T11:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T11:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T11:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T12:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T12:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T12:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T12:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T13:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T13:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T13:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T13:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T14:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T14:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T14:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T14:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T15:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T15:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T15:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T15:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T16:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T16:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T16:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T16:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T17:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T17:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T17:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T17:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T18:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T18:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T18:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T18:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T19:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T19:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T19:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T19:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T20:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T20:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T20:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T20:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T21:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T21:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T21:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T21:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T22:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T22:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T22:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T22:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-01T23:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-01T23:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-01T23:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-01T23:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T01:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T01:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T01:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T01:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T02:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T02:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T02:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T02:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T03:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T03:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T03:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T03:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T04:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T04:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T04:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T04:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T05:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T05:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T05:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T05:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T06:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T06:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T06:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T06:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T07:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T07:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T07:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T07:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T08:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T08:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T08:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T08:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T09:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T09:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T09:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T09:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T10:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T10:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T10:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T10:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T11:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T11:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T11:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T11:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T12:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T12:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T12:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T12:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T13:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T13:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T13:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T13:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T14:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T14:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T14:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T14:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T15:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T15:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T15:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T15:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T16:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T16:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T16:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T16:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T17:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T17:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T17:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T17:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T18:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T18:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T18:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T18:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T19:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T19:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T19:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T19:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T20:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T20:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T20:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T20:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T21:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T21:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T21:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T21:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T22:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T22:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T22:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T22:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-02T23:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-02T23:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-02T23:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-02T23:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T01:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T01:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T01:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T01:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T02:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T02:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T02:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T02:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T03:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T03:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T03:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T03:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T04:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T04:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T04:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T04:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T05:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T05:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T05:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T05:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T06:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T06:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T06:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T06:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T07:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T07:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T07:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T07:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T08:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1986-01-03T08:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1986-01-03T08:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1986-01-03T08:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1986-01-03T09:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.3,"bereinigt"
"1986-01-03T09:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",14.39,"bereinigt"
"1986-01-03T09:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",100.5,"bereinigt"
"1986-01-03T09:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",88.1,"bereinigt"
"1986-01-03T09:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",90.46,"bereinigt"
"1986-01-03T10:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.87,"bereinigt"
"1986-01-03T10:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",33.42,"bereinigt"
"1986-01-03T10:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",108.24,"bereinigt"
"1986-01-03T10:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",104.25,"bereinigt"
"1986-01-03T10:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",97.14,"bereinigt"
"1986-01-03T11:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.77,"bereinigt"
"1986-01-03T11:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",35.46,"bereinigt"
"1986-01-03T11:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",64.94,"bereinigt"
"1986-01-03T11:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",70.61,"bereinigt"
"1986-01-03T11:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",77.09,"bereinigt"
"1986-01-03T12:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.54,"bereinigt"
"1986-01-03T12:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",32.9,"bereinigt"
"1986-01-03T12:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",60.82,"bereinigt"
"1986-01-03T12:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",65.97,"bereinigt"
"1986-01-03T12:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",69.38,"bereinigt"
"1986-01-03T13:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.68,"bereinigt"
"1986-01-03T13:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",29.31,"bereinigt"
"1986-01-03T13:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",54.63,"bereinigt"
"1986-01-03T13:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",59.12,"bereinigt"
"1986-01-03T13:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",53.97,"bereinigt"
"1986-01-03T14:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.42,"bereinigt"
"1986-01-03T14:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",44.21,"bereinigt"
"1986-01-03T14:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",77.31,"bereinigt"
"1986-01-03T14:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",85.1,"bereinigt"
