"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1984-01-01T04:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",48.31,"bereinigt"
"1984-01-01T04:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",92.26,"bereinigt"
"1984-01-01T04:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",99.24,"bereinigt"
"1984-01-01T04:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",46.77,"bereinigt"
"1984-01-01T05:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.89,"bereinigt"
"1984-01-01T05:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",45.24,"bereinigt"
"1984-01-01T05:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",103.59,"bereinigt"
"1984-01-01T05:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",106.71,"bereinigt"
"1984-01-01T05:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",47.81,"bereinigt"
"1984-01-01T06:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.04,"bereinigt"
"1984-01-01T06:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",46.78,"bereinigt"
"1984-01-01T06:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",115.97,"bereinigt"
"1984-01-01T06:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",117.44,"bereinigt"
"1984-01-01T06:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",70.93,"bereinigt"
"1984-01-01T07:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.24,"bereinigt"
"1984-01-01T07:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",45.75,"bereinigt"
"1984-01-01T07:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",45.36,"bereinigt"
"1984-01-01T07:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",60.29,"bereinigt"
"1984-01-01T07:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",46.78,"bereinigt"
"1984-01-01T08:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.46,"bereinigt"
"1984-01-01T08:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",44.73,"bereinigt"
"1984-01-01T08:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",52.57,"bereinigt"
"1984-01-01T08:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",65.54,"bereinigt"
"1984-01-01T08:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",50.36,"bereinigt"
"1984-01-01T09:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.33,"bereinigt"
"1984-01-01T09:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",46.77,"bereinigt"
"1984-01-01T09:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",54.63,"bereinigt"
"1984-01-01T09:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",68.26,"bereinigt"
"1984-01-01T09:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",53.98,"bereinigt"
"1984-01-01T10:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.33,"bereinigt"
"1984-01-01T10:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",40.62,"bereinigt"
"1984-01-01T10:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",52.06,"bereinigt"
"1984-01-01T10:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",62.98,"bereinigt"
"1984-01-01T10:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-01T11:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.91,"bereinigt"
"1984-01-01T11:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",51.41,"bereinigt"
"1984-01-01T11:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",97.41,"bereinigt"
"1984-01-01T11:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",104.99,"bereinigt"
"1984-01-01T11:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-01T12:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.09,"bereinigt"
"1984-01-01T12:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",56.03,"bereinigt"
"1984-01-01T12:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",119.57,"bereinigt"
"1984-01-01T12:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",125.16,"bereinigt"
"1984-01-01T12:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",62.18,"bereinigt"
"1984-01-01T13:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.46,"bereinigt"
"1984-01-01T13:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",61.17,"bereinigt"
"1984-01-01T13:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",154.62,"bereinigt"
"1984-01-01T13:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",155.96,"bereinigt"
"1984-01-01T13:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",98.18,"bereinigt"
"1984-01-01T14:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.41,"bereinigt"
"1984-01-01T14:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",60.67,"bereinigt"
"1984-01-01T14:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",238.63,"bereinigt"
"1984-01-01T14:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",223.04,"bereinigt"
"1984-01-01T14:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",90.46,"bereinigt"
"1984-01-01T15:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",3.23,"bereinigt"
"1984-01-01T15:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",62.71,"bereinigt"
"1984-01-01T15:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",282.96,"bereinigt"
"1984-01-01T15:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",259.65,"bereinigt"
"1984-01-01T15:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",80.69,"bereinigt"
"1984-01-01T16:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",3.52,"bereinigt"
"1984-01-01T16:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",54.49,"bereinigt"
"1984-01-01T16:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",346.87,"bereinigt"
"1984-01-01T16:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",306.6,"bereinigt"
"1984-01-01T16:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",62.72,"bereinigt"
"1984-01-01T17:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.78,"bereinigt"
"1984-01-01T17:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",56.55,"bereinigt"
"1984-01-01T17:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",313.37,"bereinigt"
"1984-01-01T17:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",280.81,"bereinigt"
"1984-01-01T17:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",55.01,"bereinigt"
"1984-01-01T18:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.18,"bereinigt"
"1984-01-01T18:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",59.12,"bereinigt"
"1984-01-01T18:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",290.69,"bereinigt"
"1984-01-01T18:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",263.97,"bereinigt"
"1984-01-01T18:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",51.92,"bereinigt"
"1984-01-01T19:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.73,"bereinigt"
"1984-01-01T19:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",56.03,"bereinigt"
"1984-01-01T19:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",253.58,"bereinigt"
"1984-01-01T19:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",232.61,"bereinigt"
"1984-01-01T19:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",58.59,"bereinigt"
"1984-01-01T20:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.08,"bereinigt"
"1984-01-01T20:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",54.48,"bereinigt"
"1984-01-01T20:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",106.69,"bereinigt"
"1984-01-01T20:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",114.03,"bereinigt"
"1984-01-01T20:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",49.35,"bereinigt"
"1984-01-01T21:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.18,"bereinigt"
"1984-01-01T21:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",53.97,"bereinigt"
"1984-01-01T21:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",106.69,"bereinigt"
"1984-01-01T21:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",113.76,"bereinigt"
"1984-01-01T21:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",51.92,"bereinigt"
"1984-01-01T22:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.95,"bereinigt"
"1984-01-01T22:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",50.38,"bereinigt"
"1984-01-01T22:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",85.04,"bereinigt"
"1984-01-01T22:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",94.53,"bereinigt"
"1984-01-01T22:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",35.98,"bereinigt"
"1984-01-01T23:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.11,"bereinigt"
"1984-01-01T23:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",51.4,"bereinigt"
"1984-01-01T23:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",95.35,"bereinigt"
"1984-01-01T23:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",103.32,"bereinigt"
"1984-01-01T23:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",22.1,"bereinigt"
"1984-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.32,"bereinigt"
"1984-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",47.81,"bereinigt"
"1984-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",106.18,"bereinigt"
"1984-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",110.12,"bereinigt"
"1984-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",24.16,"bereinigt"
"1984-01-02T01:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.14,"bereinigt"
"1984-01-02T01:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",49.86,"bereinigt"
"1984-01-02T01:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",96.9,"bereinigt"
"1984-01-02T01:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",103.77,"bereinigt"
"1984-01-02T01:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T02:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.55,"bereinigt"
"1984-01-02T02:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",55.51,"bereinigt"
"1984-01-02T02:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",58.76,"bereinigt"
"1984-01-02T02:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",76.14,"bereinigt"
"1984-01-02T02:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T03:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.33,"bereinigt"
"1984-01-02T03:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",56.03,"bereinigt"
"1984-01-02T03:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",44.32,"bereinigt"
"1984-01-02T03:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",64.83,"bereinigt"
"1984-01-02T03:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",42.15,"bereinigt"
"1984-01-02T04:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.52,"bereinigt"
"1984-01-02T04:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",54.49,"bereinigt"
"1984-01-02T04:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",54.63,"bereinigt"
"1984-01-02T04:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",72.3,"bereinigt"
"1984-01-02T04:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",53.97,"bereinigt"
"1984-01-02T05:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.9,"bereinigt"
"1984-01-02T05:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",54.49,"bereinigt"
"1984-01-02T05:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",104.62,"bereinigt"
"1984-01-02T05:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",112.38,"bereinigt"
"1984-01-02T05:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",81.73,"bereinigt"
"1984-01-02T06:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.11,"bereinigt"
"1984-01-02T06:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",55.51,"bereinigt"
"1984-01-02T06:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",127.3,"bereinigt"
"1984-01-02T06:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",131.09,"bereinigt"
"1984-01-02T06:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",81.73,"bereinigt"
"1984-01-02T07:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.83,"bereinigt"
"1984-01-02T07:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",57.06,"bereinigt"
"1984-01-02T07:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",120.09,"bereinigt"
"1984-01-02T07:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",126.12,"bereinigt"
"1984-01-02T07:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",96.62,"bereinigt"
"1984-01-02T08:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.51,"bereinigt"
"1984-01-02T08:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",56.03,"bereinigt"
"1984-01-02T08:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",43.29,"bereinigt"
"1984-01-02T08:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",64.01,"bereinigt"
"1984-01-02T08:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",61.16,"bereinigt"
"1984-01-02T09:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.12,"bereinigt"
"1984-01-02T09:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",56.55,"bereinigt"
"1984-01-02T09:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",101.54,"bereinigt"
"1984-01-02T09:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",110.98,"bereinigt"
"1984-01-02T09:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",72.98,"bereinigt"
"1984-01-02T10:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.7,"bereinigt"
"1984-01-02T10:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",53.46,"bereinigt"
"1984-01-02T10:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",73.7,"bereinigt"
"1984-01-02T10:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",87.04,"bereinigt"
"1984-01-02T10:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",69.38,"bereinigt"
"1984-01-02T11:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1,"bereinigt"
"1984-01-02T11:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",61.69,"bereinigt"
"1984-01-02T11:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",129.37,"bereinigt"
"1984-01-02T11:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",135.98,"bereinigt"
"1984-01-02T11:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",73.5,"bereinigt"
"1984-01-02T12:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",0.48,"bereinigt"
"1984-01-02T12:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",51.92,"bereinigt"
"1984-01-02T12:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",48.44,"bereinigt"
"1984-01-02T12:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",65.99,"bereinigt"
"1984-01-02T12:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",54.49,"bereinigt"
"1984-01-02T13:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",1.16,"bereinigt"
"1984-01-02T13:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",62.2,"bereinigt"
"1984-01-02T13:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",158.23,"bereinigt"
"1984-01-02T13:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",159.38,"bereinigt"
"1984-01-02T13:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",52.94,"bereinigt"
"1984-01-02T14:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.95,"bereinigt"
"1984-01-02T14:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",69.91,"bereinigt"
"1984-01-02T14:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",271.62,"bereinigt"
"1984-01-02T14:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",254.33,"bereinigt"
"1984-01-02T14:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",71.97,"bereinigt"
"1984-01-02T15:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.55,"bereinigt"
"1984-01-02T15:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",75.56,"bereinigt"
"1984-01-02T15:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",275.23,"bereinigt"
"1984-01-02T15:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",260.18,"bereinigt"
"1984-01-02T15:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",72.98,"bereinigt"
"1984-01-02T16:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",2.87,"bereinigt"
"1984-01-02T16:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",72.99,"bereinigt"
"1984-01-02T16:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",277.8,"bereinigt"
"1984-01-02T16:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",260.9,"bereinigt"
"1984-01-02T16:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T17:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",5.25,"bereinigt"
"1984-01-02T17:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",65.8,"bereinigt"
"1984-01-02T17:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",551.48,"bereinigt"
"1984-01-02T17:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",476.56,"bereinigt"
"1984-01-02T17:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T18:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",4.19,"bereinigt"
"1984-01-02T18:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",65.29,"bereinigt"
"1984-01-02T18:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",435.01,"bereinigt"
"1984-01-02T18:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",382.9,"bereinigt"
"1984-01-02T18:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",63.22,"bereinigt"
"1984-01-02T19:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",3.52,"bereinigt"
"1984-01-02T19:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",67.85,"bereinigt"
"1984-01-02T19:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",357.17,"bereinigt"
"1984-01-02T19:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",321.84,"bereinigt"
"1984-01-02T19:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",62.2,"bereinigt"
"1984-01-02T20:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",3.22,"bereinigt"
"1984-01-02T20:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",68.88,"bereinigt"
"1984-01-02T20:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",321.1,"bereinigt"
"1984-01-02T20:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",293.46,"bereinigt"
"1984-01-02T20:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",62.72,"bereinigt"
"1984-01-02T21:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1984-01-02T21:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T21:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1984-01-02T21:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1984-01-02T21:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T22:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1984-01-02T22:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T22:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1984-01-02T22:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1984-01-02T22:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T23:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1984-01-02T23:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1984-01-02T23:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1984-01-02T23:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1984-01-02T23:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1984-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1984-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1984-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1984-01-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-03T01:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1984-01-03T01:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1984-01-03T01:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
"1984-01-03T01:00+0100","Zch_Stampfenbachstrasse","NOx","h1","ppb",NA,"bereinigt"
"1984-01-03T01:00+0100","Zch_Stampfenbachstrasse","SO2","h1","µg/m3",NA,"bereinigt"
"1984-01-03T02:00+0100","Zch_Stampfenbachstrasse","CO","h1","mg/m3",NA,"bereinigt"
"1984-01-03T02:00+0100","Zch_Stampfenbachstrasse","NO2","h1","µg/m3",NA,"bereinigt"
"1984-01-03T02:00+0100","Zch_Stampfenbachstrasse","NO","h1","µg/m3",NA,"bereinigt"
